Food,Food_long,Food_group,DQQ_food_group,DQQ_question,USDA_FDC_ID,Country,Energy_kcal,Carbohydrates_g,Fiber_g,Protein_g,Monounsaturated_FAs_g,Polyunsaturated_FAs_g,Unsaturated_FAs_g,Saturated_FAs_g,VitA_RAE_mcg,VitC_mg,VitD_mcg,VitE_mg,Thiamin_mg,Riboflavin_mg,Niacin_mg,VitB6_mg,Folate_DFE_mcg,VitB12_mcg,Choline_mg,Iron_mg,Zinc_mg,Calcium_mg,Potassium_mg,Magnesium_mg,Sodium_mg,Phytate_mg,DHA_g,EPA_g,DPA_g,ALA_g,DIAAS,Iron_Abs,Zinc_Abs,Liquids,Unsweetened_dairy,Dried_consumed_rehydrated,Energy_kcal_fresh,UPF,Fortified_4Vitamins,Fortified_2Minerals,Comments
Tree fern,"Tree fern, cooked, without salt",Vegetables,Dark green leafy vegetables,Q6.2,170464,Indonesia,40,10.98,3.7,0.29,0.01,0.03,0.04,0.01,10,30,0,0.67,0,0.3,3.5,0.18,15,0,21,0.16,0.31,8,5,5,5,32.01,0,0,0,0.07,0.8,0.1,0.44,No,No,No,,No,No,No,Used phytate for raw vegetable fern as phytate value for cooked was missing
Turkey,"Turkey, light and dark meat, average of various cooking methods",Animal-source foods,Poultry,Q19,N/A,Nigeria,195,0.54,0,28.33,2.98,2.37,5.34,2.18,14,0,0.4,0.12,0.05,0.26,8.49,0.55,8.67,0.95,75.83,1.03,2.31,14.67,214.67,26.67,316.33,0,0.01,0.01,0.01,0.11,1.08,0.15,0.44,No,No,No,,No,No,No,
Turkey,"Turkey, light and dark meat, average of various cooking methods",Animal-source foods,Poultry,Q19,N/A,Kenya,195,0.54,0,28.33,2.98,2.37,5.34,2.18,14,0,0.4,0.12,0.05,0.26,8.49,0.55,8.67,0.95,75.83,1.03,2.31,14.67,214.67,26.67,316.33,0,0.01,0.01,0.01,0.11,1.08,0.15,0.44,No,No,No,,No,No,No,
Unsalted brown rice cakes (fortified),"Snacks, rice cakes, brown rice, plain, unsalted",Starchy staples,Whole grains,Q2,170250,Indonesia,387,81.5,4.2,8.2,1.03,0.99,2.02,0.57,0,0,0,1.24,0.06,0.17,7.81,0.15,21,0,31.6,1.49,3,11,290,131,26,612.16,0,0,0,0.02,0.56,0.1,0.26,No,No,No,,No,No,Yes,Phytate value for brown rice cake missing; used phytate value for brown rice as a proxy
Unsalted popcorn (fortified),"Snacks, popcorn, air-popped (Unsalted)",Starchy staples,Whole grains,Q2,170246,Bangladesh,382,77.9,15.1,12,1.1,1.9,3,0.57,1,0,0,0.27,0.2,0.28,1.94,0.25,23,0,15.37,2.66,3.44,10,301,131,4,39,0,0,0,0.01,0.42,0.1,0.44,No,No,No,,No,No,Yes,
Unsweetened soymilk,Unsweetened organic soymilk,"Pulses, nuts, and seeds",Legumes,Q4,2465985,Indonesia,50,1.67,0,5,0.61,1.47,2.08,0.42,0,0,0,0.11,0,0.06,0.33,0.08,25,0,23.6,0.83,0.62,17,183,25,4,133,0,0,0,0.36,1.17,0.1,0.3,Yes,No,No,,No,No,No,"Most values from Eden Foods unsweetened organic soymilk, complemented with a few values from Soymilk, original and vanilla, unfortified."
Veal chops,"Veal, shoulder, blade chop, separable lean and fat, cooked, grilled",Animal-source foods,Unprocessed red meat (ruminant),Q17,172651,Nigeria,199,0.15,0,25.72,4.78,0.56,5.33,3.72,0,0,1.3,0.47,0.1,0.45,4.94,0.41,6,3.44,128.1,1.59,4.71,24,235,33,111,0,0,0,0,0.01,1.12,0.2,0.44,No,No,No,,No,No,No,No other cooking methods available; Used ALA value for composite beef
Water spinach,"Water spinach, average of raw and cooked (boiled)",Vegetables,Dark green leafy vegetables,Q6.1,N/A,Indonesia,20,3.42,2,2.34,0.01,0.1,0.11,0.04,287.5,35.5,0,0.94,0.04,0.09,0.7,0.09,46,0,21.01,1.5,0.17,65.5,298,50.5,117.5,27,0,0,0,0.12,0.8,0.1,0.44,No,No,No,,No,No,No,
Water yam,"Water yam, tuber, boiled (without salt), drained",Starchy staples,"White roots, tubers, and plantains",Q3,02_018 (from WA FCT),Nigeria,123,22.7,10.2,2.5,0.01,0.06,0.07,0.04,3,11,0,0.39,0.04,0.03,0.8,0.02,17,0,16.2,0.8,0.41,15,237,7,5,26,0,0,0,0.01,0.69,0.1,0.44,No,No,No,,No,No,No,"Used choline, DHA, DPA, EPA, and eaa values for yam"
Waterleaf,"Waterleaf, average of raw and cooked (boiled)",Vegetables,Dark green leafy vegetables,Q6.1,N/A,Nigeria,41,4.35,3.95,2.35,0.05,0.3,0.35,0.18,266,24,0,0.94,0.03,0.14,0.85,0.2,18,0,20,0.95,0.75,98.5,312,131.5,33.5,29.4,0,0,0,0.2,0.8,0.1,0.44,No,No,No,,No,No,No,
Watermelon,"Watermelon, raw",Fruits,Other fruits,Q10.1,167765,Indonesia,127,7.55,0.4,0.61,0.04,0.05,0.09,0.02,28,8.1,0,0.05,0.03,0.02,0.18,0.05,3,0,4.1,0.24,0.1,7,112,10,1,3.9,0,0,0,0.05,0.7,0.1,0.44,No,No,No,,No,No,No,
Watermelon,"Watermelon, raw",Fruits,Other fruits,Q10.1,167765,Bangladesh,127,7.55,0.4,0.61,0.04,0.05,0.09,0.02,28,8.1,0,0.05,0.03,0.02,0.18,0.05,3,0,4.1,0.24,0.1,7,112,10,1,3.9,0,0,0,0.06,0.7,0.1,0.44,No,No,No,,No,No,No,
Watermelon,"Watermelon, raw",Fruits,Other fruits,Q10.1,167765,Nigeria,127,7.55,0.4,0.61,0.04,0.05,0.09,0.02,28,8.1,0,0.05,0.03,0.02,0.18,0.05,3,0,4.1,0.24,0.1,7,112,10,1,3.9,0,0,0,0.13,0.7,0.1,0.44,No,No,No,,No,No,No,
Watermelon,"Watermelon, raw",Fruits,Other fruits,Q10.1,167765,Kenya,127,7.55,0.4,0.61,0.04,0.05,0.09,0.02,28,8.1,0,0.05,0.03,0.02,0.18,0.05,3,0,4.1,0.24,0.1,7,112,10,1,3.9,0,0,0,0,0.7,0.1,0.44,No,No,No,,No,No,No,
Wheat,"Wheat, whole grains, boiled (without salt), drained",Starchy staples,Whole grains,Q2,01_141 (from WA FCT),Nigeria,185,33.2,6.9,6.7,0.18,0.55,0.73,0.18,0,0,0,0.42,0.15,0.04,3.6,0.14,16,0,20.8,3.2,1.07,22,160,38,2,448.8,0,0,0,0.04,0.56,0.1,0.26,No,No,No,,No,No,No,
White gari,"Cassava, white, grated, fermented, dewatered, Fried",Starchy staples,"White roots, tubers, and plantains",Q3,02_03_02 (from NG FCT),Nigeria,363,86.89,1.4,1.6,1.02,0.86,1.88,0.8,13,4.81,0,0.56,0.08,0.03,0.85,0.1,24,0,24.9,2.17,2.5,56.05,234.5,42.9,206.4,48,0,0,0,0.04,0.18,0.1,0.44,No,No,No,,No,No,No,"For phytate: used value for fufu as value for gari was not available; Used sat and unsat fat, vit A, D, E, B12 and B6, niacin, folate, choline, efa and eaa values from cassava; used vit C value from fufu"
White rice,"White rice, cooked, unenriched, average of long-, medium-, and short-grain",Starchy staples,Refined grains,Q1,N/A,Indonesia,130,28.5,0.4,2.48,0.07,0.06,0.13,0.06,0,0,0,0.04,0.02,0.02,0.4,0.07,2.33,0,2.1,0.2,0.44,4.67,30,11,0.33,45.7,0,0,0,0.02,0.56,0.1,0.44,No,No,No,,No,No,No,
White rice,"White rice, cooked, unenriched, average of long-, medium-, and short-grain",Starchy staples,Refined grains,Q1,N/A,Bangladesh,130,28.5,0.4,2.48,0.07,0.06,0.13,0.06,0,0,0,0.04,0.02,0.02,0.4,0.07,2.33,0,2.1,0.2,0.44,4.67,30,11,0.33,45.7,0,0,0,0.01,0.56,0.1,0.44,No,No,No,,No,No,No,
White rice,"White rice, cooked, unenriched, average of long-, medium-, and short-grain",Starchy staples,Refined grains,Q1,N/A,Kenya,130,28.5,0.4,2.48,0.07,0.06,0.13,0.06,0,0,0,0.04,0.02,0.02,0.4,0.07,2.33,0,2.1,0.2,0.44,4.67,30,11,0.33,45.7,0,0,0,0.01,0.56,0.1,0.44,No,No,No,,No,No,No,
White rice (long-grain),"Rice, white, long-grain, regular, unenriched, cooked without salt",Starchy staples,Refined grains,Q1,169757,Nigeria,130,28.17,0.4,2.69,0.09,0.08,0.16,0.08,0,0,0,0.04,0.02,0.01,0.4,0.09,3,0,2.1,0.2,0.49,10,35,12,1,45.7,0,0,0,0.1,0.56,0.1,0.44,No,No,No,,No,No,No,Used phytate value for medium-grain cooked white rice as a proxy
White rice (medium-grain),"Rice, white, medium-grain, cooked, unenriched",Starchy staples,Refined grains,Q1,168930,Nigeria,130,28.59,0.4,2.38,0.07,0.06,0.12,0.06,0,0,0,0.04,0.02,0.02,0.4,0.05,2,0,2.1,0.2,0.42,3,29,13,0,45.7,0,0,0,0.1,0.56,0.1,0.44,No,No,No,,No,No,No,"Used fibre, vit E, choline, DHA, EPA, and DPA values for long-grain white rice"
White rice (short-grain),"Rice, white, short-grain, cooked, unenriched",Starchy staples,Refined grains,Q1,168932,Nigeria,130,28.73,0.4,2.36,0.06,0.05,0.11,0.05,0,0,0,0.04,0.02,0.02,0.4,0.06,2,0,2.1,0.2,0.4,1,26,8,0,45.7,0,0,0,0.1,0.56,0.1,0.44,No,No,No,,No,No,No,"Used phytate value for medium-grain cooked white rice as a proxy; used fibre, vit A, vit E, choline, DHA, EPA, and DPA values for long-grain white rice"
White rice noodles,"Rice (white) noodles, cooked",Starchy staples,Refined grains,Q1,168914,Indonesia,108,24.01,1,1.79,0.03,0.02,0.05,0.02,0,0,0,0.03,0.02,0,0.07,0.01,1,0,1.6,0.14,0.25,4,4,3,19,45.7,0,0,0,0.02,0.56,0.1,0.44,No,No,No,,No,No,No,"Used phytate value for cooked white rice, as value for cooked rice noodles was unavailable"
White sweet corn,"Corn, sweet, white, cooked, boiled, drained, without salt",Starchy staples,Whole grains,Q2,168539,Nigeria,97,21.71,2.7,3.34,0.37,0.6,0.98,0.2,0,6.2,0,0.09,0.09,0.05,1.67,0.13,20,0,29.1,0.55,0.54,2,252,31,3,196,0,0,0,0.04,0.42,0.1,0.26,No,No,No,,No,No,No,Used phytate value for boiled corn (differentiation between yellow and white was not available); used ALA from fresh maize
Whole chicken (excl giblets & neck),"Chicken, broilers or fryers, meat and skin, average of various cooking methods",Animal-source foods,Poultry,Q19,N/A,Nigeria,242,1.05,0.03,26.85,5.39,3.04,8.43,3.78,39.67,0,0.03,0.39,0.07,0.17,7.69,0.34,7,0.27,67.7,1.27,1.91,15,207.67,22.33,77.67,0,0.04,0.01,0.02,0.16,1.08,0.15,0.44,No,No,No,,No,No,No,Used ALA value for chicken wings
Whole chicken (incl giblets & neck),"Chicken, broilers or fryers, meat and skin and giblets and neck, average of various cooking methods",Animal-source foods,Poultry,Q19,N/A,Nigeria,241,1.13,0,26.61,5.33,3.04,8.36,3.77,204.33,0.5,0,0.33,0.07,0.23,7.41,0.34,29.33,0.95,73.3,1.73,2.17,15.33,204,22.33,77,0,0.04,0.01,0.02,0.16,1.08,0.15,0.44,No,No,No,,No,No,No,Used ALA value for chicken wings
Whole wheat noodles,"Noodles, whole wheat, cooked",Starchy staples,Whole grains,Q2,2343836,Indonesia,148,29.91,3.9,5.96,0.18,0.57,0.75,0.24,0,0,0,0.23,0.15,0.1,3.11,0.09,20,0,6.5,1.71,1.33,13,95,54,210,164.74,0,0,0,0.02,0.56,0.1,0.26,No,No,No,,No,No,No,"Used phytate value for cooked white wheat-based noodles, as value for cooked whole wheat-based noodles was unavailable"
Whole wheat pasta,"Pasta, whole-wheat, cooked (Includes foods for USDA's Food Distribution Program)",Starchy staples,Whole grains,Q2,168910,Indonesia,149,30.07,3.9,5.99,0.18,0.57,0.75,0.24,0,0,0,0.23,0.16,0.1,3.13,0.09,21,0,6.5,1.72,1.34,13,96,54,4,164.74,0,0,0,0.04,0.56,0.1,0.26,No,No,No,,No,No,No,"Used phytate value for cooked wheat-based noodles, as value for cooked pasta was unavailable"
Wild spinach,"Wild spinach (okazi), average of raw and cooked (boiled)",Vegetables,Dark green leafy vegetables,Q6.2,N/A,Nigeria,45,2.5,4.3,5.15,0.05,0.3,0.35,0.18,72,31,0,0.43,0.06,0.13,1.6,0.22,47,0,20,3.8,0.62,229.5,341,67,24,12.01,0,0,0,0.2,0.8,0.1,0.44,No,No,No,,No,No,No,"Phytate value for wild spinach missing, used value for spinach as a proxy"
Winged beans,"Winged beans, mature seeds, cooked, boiled, without salt",Vegetables,Other vegetables,Q7.1,172453,Indonesia,147,14.94,1.88,10.62,2.15,1.55,3.7,0.83,0,0,0,0.46,0.3,0.13,0.83,0.05,10,0,10.77,4.33,1.44,142,280,54,13,688,0,0,0,0.07,0.8,0.1,0.26,No,No,No,,No,No,No,Used phytate for raw winged bean as phytate value for cooked was missing
Yam,"Yam, cooked, boiled, drained, or baked, without salt",Starchy staples,"White roots, tubers, and plantains",Q3,170072,Nigeria,116,27.48,3.9,1.49,0.01,0.06,0.07,0.03,6,12.1,0,0.34,0.1,0.03,0.55,0.23,16,0,16.2,0.52,0.2,14,670,18,8,30,0,0,0,0.01,0.69,0.1,0.44,No,No,No,,No,No,No,Used ALA value for water yam
Yam,"Yam, cooked, boiled, drained, or baked, without salt",Starchy staples,"White roots, tubers, and plantains",Q3,170072,Kenya,116,27.48,3.9,1.49,0.01,0.06,0.07,0.03,6,12.1,0,0.34,0.1,0.03,0.55,0.23,16,0,16.2,0.52,0.2,14,670,18,8,30,0,0,0,0.04,0.69,0.1,0.44,No,No,No,,No,No,No,"Phytate: Yam, boiled "
Yellow plantain,"Yellow plantain, average of raw and cooked (baked)",Starchy staples,"White roots, tubers, and plantains",Q3,N/A,Nigeria,139,36.63,1.95,1.41,0,0,0,0,50.5,17.4,0,0,0.08,0.1,0.68,0.23,37.5,0,13.1,0.42,0.2,3,482,38.5,3,20.29,0,0,0,0,0.71,0.1,0.44,No,No,No,,No,No,No,
Yellow sweet corn,"Corn, sweet, yellow, cooked, boiled, drained, without salt",Starchy staples,Whole grains,Q2,169999,Nigeria,96,20.98,2.4,3.41,0.37,0.6,0.98,0.2,13,5.5,0,0.09,0.09,0.06,1.68,0.14,23,0,29.1,0.45,0.62,3,218,26,1,196,0,0,0,0.04,0.42,0.1,0.26,No,No,No,,No,No,No,Used phytate value for boiled corn (differentiation between yellow and white was not available); used ALA from fresh maize
Zucchini,"Zucchini, average of raw and cooked (boiled)",Vegetables,Other vegetables,Q7.3,N/A,Indonesia,16,2.9,1,1.18,0.02,0.12,0.14,0.08,33,15.4,0,0.12,0.04,0.06,0.48,0.12,26,0,9.45,0.37,0.33,17,262.5,18.5,5.5,11.04,0,0,0,0.06,0.8,0.1,0.44,No,No,No,,No,No,No,
Zucchini,"Zucchini, average of raw and cooked (boiled)",Vegetables,Other vegetables,Q7.2,N/A,Kenya,16,2.9,1,1.18,0.02,0.12,0.14,0.08,33,15.4,0,0.12,0.04,0.06,0.48,0.12,26,0,9.45,0.37,0.33,17,262.5,18.5,5.5,11.04,0,0,0,0.06,0.8,0.1,0.44,No,No,No,,No,No,No,
Sweet potato chips,Sweet potato chips,Ultra-processed foods,Packaged ultra-processed salty snacks,Q22,2345223,US,529,56.54,8.8,2.92,9.11,12.16,21.27,2.93,1178,0,0,9.77,0.09,0.16,2.08,0.53,37,0,36.4,2.11,0.53,59,920,65,227,0,0,0,0,0.34,0.36,0.1,0.44,No,No,No,,Yes,No,No,Used ALA for plain potato chips; DIAAS for fried potatoes; and phytate for potato chips
Potato chips,"Snacks, potato chips, plain, salted",Ultra-processed foods,Packaged ultra-processed salty snacks,Q22,169677,US,532,53.83,3.1,6.39,18.96,8.28,27.25,3.4,0,21.6,0,10.45,0.21,0.09,4.76,0.53,29,0,12.1,1.28,1.09,21,1196,63,527,0,0,0,0,0.34,0.36,0.1,0.44,No,No,No,,Yes,No,No,Used DIAAS for fried potatoes
Saltine crackers (fortified),"Crackers, saltines (includes oyster, soda, soup)",Ultra-processed foods,Packaged ultra-processed salty snacks,Q22,172746,US,418,74.05,2.8,9.46,1.99,4.84,6.82,1.65,1,0,0,1.15,0.7,0.49,6.44,0.09,216,0.09,16.7,5.57,0.69,19,152,23,941,0,0,0,0,0.54,0.29,0.1,0.44,No,No,No,,Yes,Yes,No,"Used phytate for Cracker, Saltine, Nabisco, & DIAAS for white bread"
Cheese crackers (fortified),"Crackers, cheese, regular",Ultra-processed foods,Packaged ultra-processed salty snacks,Q22,174975,US,489,59.42,2.3,10.93,5.74,10.09,15.83,5.29,17,0,0,2.19,0.56,0.34,6.11,0.17,241,0.34,8.7,4.88,1.19,136,156,25,973,98,0,0,0,0.72,0.29,0.1,0.35,No,No,No,,Yes,Yes,No,"Used phytate for Cracker, white wheat-based & DIAAS for white bread"
Chocolate covered almonds,"Almonds, chocolate covered candy",Ultra-processed foods,Other sweets,Q12,2345886,US,560,44.04,6.4,12.97,17.54,6.01,23.55,12.74,35,0,0,9.87,0.1,0.66,1.69,0.08,29,0.45,48.5,2.9,2.7,221,508,149,49,964,0,0,0,0,0.4,0.1,0.26,No,No,No,,Yes,No,No,"Used phytate, ALA & DIAAS for almonds"
Almond M&Ms,"Candies, MARS SNACKFOOD US, M&M's Almond Chocolate Candies",Ultra-processed foods,Other sweets,Q12,168108,US,522,60.5,5.6,7.53,11.29,3.75,15.04,9.44,24,0.6,0,9.52,0.11,0.32,0.95,0.06,12,0.22,37.7,1.73,1.86,155,381,116,45,964,0,0,0,0,0.4,0.1,0.26,No,No,No,,Yes,No,No,"Used phytate, ALA & DIAAS for almonds"
Chocolate ice cream,"Ice creams, chocolate",Ultra-processed foods,Other sweets,Q12,168809,US,216,28.2,1.2,3.8,3.21,0.41,3.62,6.8,118,0.7,0.2,0.3,0.04,0.19,0.23,0.06,16,0.29,22.5,0.93,0.58,109,249,29,76,0,0,0,0,0.08,1.16,0.15,0.44,No,No,No,,Yes,No,No,Used ALA & DIAAS for cow milk
Vanilla frozen yogurt,"Frozen yogurts, vanilla, soft-serve",Ultra-processed foods,Other sweets,Q12,168815,US,159,24.2,0,4,1.59,0.21,1.8,3.42,59,0.8,0.1,0.11,0.04,0.22,0.29,0.08,6,0.29,20.2,0.3,0.42,143,211,14,87,0,0,0,0,0.1,1.16,0.15,0.44,No,No,No,,Yes,No,No,Used ALA for yogurt & DIAAS for cow milk
Chocolate frosted yellow cake,"Cake, yellow, commercially prepared, with chocolate frosting, in-store bakery",Ultra-processed foods,Baked grain-based sweets,Q11,174944,US,379,55.36,1.5,3.16,7.21,4.73,11.94,5.79,7,0,0.2,4.5,0.04,0.09,0.8,0,32,0,17.4,2.03,0.42,32,187,20,310,20.02,0,0,0,0.47,0.29,0.1,0.44,No,No,No,,Yes,No,No,"Used phytate for Cake, wheat flour-based, & DIAAS for white bread"
Rice krispies treats (fortified),"Snacks, KELLOGG, KELLOGG'S RICE KRISPIES TREATS Squares",Ultra-processed foods,Baked grain-based sweets,Q11,169687,US,417,80.5,0,3.4,2.5,5.1,7.6,1.4,270,0,0,0,0.7,0.8,9.1,0.9,381,0,0,2.2,0.5,3,39,13,351,178,0,0,0,0.01,0.37,0.1,0.26,No,No,No,,Yes,No,No,"Useed phytate for Breakfast cereal, rice, Cocoa Krispies, Kellogg’s; ALA for white rice; DIAAS for polished white rice"
Lucky Charms (fortified),"Cereals ready-to-eat, frosted oat cereal with marshmallows",Ultra-processed foods,Fortified whole grain breakfast cereals,,169039,US,400,84.7,4.3,7.1,1.1,1.28,2.38,0.62,500,20,3.6,0.45,1.32,1.5,17.64,1.76,587,5.29,16.1,15,7.94,333,207,28,533,1041.8,0,0,0,0,0.67,0.1,0.26,No,No,No,,Yes,Yes,Yes,"Useed DIAAS for quick oats; phytate from Breakfast cereal, puffed oats, ""Sunny day"", containing sugar; ALA from oat porridge"
Cheerios (fortified),"Cereals ready-to-eat, GENERAL MILLS, CHEERIOS",Ultra-processed foods,Fortified whole grain breakfast cereals,,173884,US,372,73.2,10.1,12.4,2.3,2.4,4.7,1.6,990,21.4,3.6,0.41,1.3,0.1,17.9,1.79,1198,6.77,26.2,28.9,13.4,357,633,114,497,316,0,0,0,0.04,0.2,0.1,0.26,No,No,No,,Yes,Yes,Yes,"Used phytate for Breakfast cereal, wheat, Wheaties, General Mills; ALA & DIAAS for whole grain wheat"
Chocolate coated doughnut (fortified),"Doughnuts, cake-type, plain, chocolate-coated or frosted",Ultra-processed foods,Baked grain-based sweets,Q11,174991,US,452,51.33,1.9,4.93,8.62,1.96,10.58,13.47,4,1.3,0,2.02,0.16,0.13,1.59,0.02,90,0.1,29.1,4,0.98,24,201,30,326,0,0,0,0,0.17,0.29,0.1,0.44,No,No,No,,Yes,No,No,"Used phytate for Doughnut, cake, sugar-coated, Krispy Kreme & DIAAS for white bread"
Sugar cookies (fortified),"Cookies, sugar, commercially prepared, regular (includes vanilla)",Ultra-processed foods,Baked grain-based sweets,Q11,174971,US,464,67.34,1.3,5.35,6.97,3.75,10.72,7.67,7,0.1,0,3.07,0.23,0.24,2.94,0.07,95,0.19,10.8,2.24,0.43,35,87,13,385,0,0,0,0,0.27,0.29,0.1,0.44,No,No,No,,Yes,No,No,"Used phytate for Cookie, Nilla Wafers, Nabisco, & DIAAS for white bread"
Blueberry muffin (fortified),"Muffins, blueberry, commercially prepared (Includes mini-muffins)",Ultra-processed foods,Baked grain-based sweets,Q11,172765,US,375,53,1.1,4.49,4.82,8.1,12.93,2.84,21,0.9,0.1,1.63,0.17,0.16,1.42,0.04,73,0.16,92.5,1.3,0.37,44,121,10,336,0,0.01,0,0,1.02,0.29,0.1,0.44,No,No,No,,Yes,No,No,"Used phytate for Muffin, English, Thomas, & DIAAS for white bread"
Cola,"Soft drink, cola",Ultra-processed foods,Soft drinks,Q28,2346111,US,42,10.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.02,0.09,1,5,0,3,0,0,0,0,0,0,0.1,0.44,Yes,No,No,,Yes,No,No,"Assumed phytate, ALA & DIAAS equal to 0 (no protein)"
Gatorade,"Beverages, PEPSICO QUAKER, Gatorade, G performance O 2, ready-to-drink.",Ultra-processed foods,Soft drinks,Q28,173660,US,26,6.43,0,0,0,0,0,0,0,0.4,0,0,0.01,0,0.22,0.02,0,0,0,0.05,0.01,1,15,0,39,0,0,0,0,0,0,0.1,0.44,Yes,No,No,,Yes,No,No,"Assumed phytate, ALA & DIAAS equal to 0 (no protein)"
Fried egg substitute (fat added),"Egg substitute, omelet, scrambled, or fried, fat added",Ultra-processed foods,Egg substitute,,2342773,US,96,1.88,0,9.34,1.96,1.7,3.66,1.51,36,0.4,1.5,2.24,0.09,0.34,0.12,0.15,11,0.25,2.4,1.85,0.92,69,199,14,313,0,0,0,0,0.01,0.36,0.1,0.44,No,No,No,,Yes,No,No,Used ALA & DIAAS for corn as most commercial egg substitutes are made out of corn/tapioca starch
Plain whole Greek yogurt,"Yogurt, Greek, plain, whole milk",Animal-source foods,Yogurt,Q15,171304,US,97,3.98,0,9,2.136,0.469,2.605,2.395,2,0,0,0.01,0.023,0.278,0.208,0.063,5,0.75,15.1,0,0.52,100,141,11,35,0,0.004,0,0,0.023,1.16,0.15,0.44,Yes,Yes,No,,No,No,No,Used DIAAS for cow milk
Plain nonfat Greek yogurt,"Yogurt, Greek, plain, nonfat (Includes foods for USDA's Food Distribution Program)",Animal-source foods,Yogurt,Q15,170894,US,59,3.6,0,10.19,0.053,0.012,0.065,0.117,1,0,0,0.01,0.023,0.278,0.208,0.063,7,0.75,15.1,0.07,0.52,110,141,11,36,0,0,0,0,0.001,1.16,0.15,0.44,Yes,Yes,No,,No,No,No,Used DIAAS for cow milk
Plain skim milk yogurt,"Yogurt, plain, skim milk",Animal-source foods,Yogurt,Q15,170887,US,56,7.68,0,5.73,0.049,0.005,0.054,0.116,2,0.9,0,0,0.048,0.234,0.124,0.053,12,0.61,15.2,0.09,0.97,199,255,19,77,0,0,0,0,0.001,1.16,0.15,0.44,Yes,Yes,No,,No,No,No,Used DIAAS for cow milk & ALA for nonfat Greek yogurt
Jerky,"Jerky, average of beef and deer/venison",Ultra-processed foods,Ultra-processed meat,Q16,N/A,US,404,12.86,0.9,32.7,9.3125,1.459,10.7715,10.227,0,0,0.3,0.615,0.2995,0.274,4.0255,0.261,70,1.465,115.95,4.87,7.165,19,494,38.5,2370,0,0,0,0,0,1.2,0.2,0.44,No,No,No,,Yes,No,No,Used ALA from NL FCT
Smoked ham with honey,"Ham, honey, smoked, cooked",Ultra-processed foods,Ultra-processed meat,Q16,174611,US,122,7.27,0,17.93,1.24,0.23,1.47,0.87,0,0.6,0.7,0.08,0.402,0.101,2.276,0.231,2,0.38,81.9,0.39,0.91,6,165,8,900,0,0,0,0,0.02,1.26,0.15,0.44,No,No,No,,Yes,No,No,"Used vit D & E, as well as DHA, EPA, DPA from regular-fat ham, and ALA from reduced-fat ham "
Low-fat pre-packaged ham,"Ham, sliced, pre-packaged, deli meat (96%fat free, water added)",Ultra-processed foods,Ultra-processed meat,Q16,173863,US,107,0.7,0,16.85,1.618,0.626,2.244,1.227,0,0,0.6,0.29,0.336,0.266,5.697,0.394,0,0.36,62.4,0.59,1.51,5,463,19,945,0,0.002,0.001,0.005,0.015,1.26,0.15,0.44,No,No,No,,Yes,No,No,
Regular pre-packaged ham,"Ham, sliced, regular (approximately 11% fat)",Ultra-processed foods,Ultra-processed meat,Q16,173864,US,164,3.63,1.3,16.6,4.354,0.789,5.143,0.5,0,4,0.7,0.08,0.626,0.178,2.904,0.329,7,0.42,81.9,1.02,1.35,24,287,22,814,0,0,0,0,0.02,1.26,0.15,0.44,No,No,No,,Yes,No,No,Used ALA for low-fat ham
Smoked sausage (Smokie),"Smoked sausage, average of pork & mixed (beef and pork)",Ultra-processed foods,Ultra-processed meat,Q16,N/A,US,314.5,1.68,0,11.99,11.725,3.7765,15.5015,9.541,6.5,0,1.1,0.19,0.202,0.143,2.8735,0.171,1.5,0.62,55.9,0.67,1.285,11.5,331,12,869,0,0,0,0,0.188,1.27,0.15,0.44,No,No,No,,Yes,No,No,DIAAS: average of values for all available processed meats
Hot dog,"Hot dog, average of chicken, turkey, pork, and beef (and of mixed, meat & poultry), and of unheated and cooked (boiled and grilled)",Ultra-processed foods,Ultra-processed meat,Q16,N/A,US,278.625,3.46,0.0125,11.82875,10.030375,3.61775,13.648125,7.959125,22,9.014285714,0.714285714,0.411428571,0.109375,0.15775,2.966,0.161875,7,0.79,48.9,1.49875,1.61,82.57,317.875,12.875,930,0,0.00325,0.002375,0.009,0.223333333,1.27,0.15,0.44,No,No,No,,Yes,No,No,DIAAS: average of values for all available processed meats
Sausage,"Sausage, average of beef, pork, turkey, blood (and of mixed, pork & beef), and of various preparation methods",Ultra-processed foods,Ultra-processed meat,Q16,N/A,US,299.5,2.95875,0.1125,14.7375,11.4335,2.929375,14.362875,9.146375,8,5.6375,0.816666667,0.258,0.222,0.2085,3.6595,0.207,3.875,1.295,67.6,2.83875,2.2475,22.125,246,16.625,982.125,0,0.00325,0.001375,0.00725,0.2125,1.27,0.15,0.44,No,No,No,,Yes,No,No,DIAAS: average of values for all available processed meats
Liver sausage,"Liver sausage from pork liver, average of multiple varieties",Ultra-processed foods,Ultra-processed meat,Q16,N/A,US,328,2.633333333,0.066666667,14.28333333,13.85033333,3.174333333,17.02466667,10.28233333,5750.333333,3,1.15,0.35,0.250333333,1.385,7.286,0.283333333,40.33333333,17.44333333,255.9,9.37,2.836666667,14.66666667,190.3333333,12.33333333,998.6666667,0,0,0,0,0.2125,1.27,0.15,0.44,No,No,No,,Yes,No,No,DIAAS: average of values for all available processed meats; ALA: used value for sausage
