"Food","Food_group","DQQ_food_group","USDA_FDC_ID","Energy_kcal","Carbohydrates","Fiber","Monounsaturated_FAs_g","Polyunsaturated_FAs_g","Unsaturated_FAs_g","Saturated_FAs_g","VitA_RAE_mcg","VitC_mg","VitD_mcg","VitE_mg","Thiamin_mg","Riboflavin_mg","Niacin_mg","VitB6_mg","Folate_DFE_mcg","VitB12_mcg","Choline_mg","Iron_mg","Zinc_mg","Calcium_mg","Potassium_mg","Magnesium_mg","Sodium","DHA_g","EPA_g","DPA_g","ALA_g","His_g","Ile_g","Leu_g","Lys_g","Met_g_SAA","Cys_g_SAA","Phe_g_AAA","Trp_g_AAA","Tyr_g_AAA","Thr_g","Val_g","EAA_quantity","DIAAS","Phytate_mg","Iron_Abs","Zinc_Abs","DQQ_question","Comments","Food_long","Country","Liquids","Dried_Foods","V_E","V_M","V","M_E","M_M","M","N3_E","N3_M","N3","eaa_E","eaa_M","eaa","EAA","F_E","F_M","F","SUR","CFR","NaKR","NR","EMR","NDS","NVS","NVS_100","NVS_100_Cal","Cal_1000"
"Avocado","Fruits","Other fruits"," 171705",160,8.53,6.7,9.8,1.82,11.62,2.13,7,10,0,2.07,0.07,0.13,1.74,0.26,81,0,14.2,0.55,0.64,12,485,29,7,0,0,0,0.11,0.05,0.08,0.14,0.13,0.04,0.03,0.1,0.03,0.05,0.07,0.11,0.82,48.6666666666667,11,0.1,0.44,"Q10.2","","Avocados, raw, all commercial varieties","Nigeria",0,0,20.5761945331377,26.9869378110061,25.0048554120214,12.3461556324454,15.6487614120991,15.3731098690454,2.60953037836527,2.36370466840313,2.62820014465888,5.4943430143623,3.56267029972752,4.49597803921085,28.2265469519054,23.4211506622517,15.6423841059603,19.531767384106,-0.309171463261453,-1.19689137486134,0,99.1439133991803,-5.76923076923077,24.5483438910429,46.7388608371861,494.235408955909,641.864167475206,625
"Dates","Fruits","Other fruits","N/A",280,75,7.35,0.04,0.02,0.06,0.03,3.5,0.2,0,0.05,0.05,0.06,1.44,0.21,17,0,8.1,0.96,0.37,51.5,676,48.5,1.5,0,0,0,0.19,0.03,0.05,0.08,0.06,0.02,0.06,0.05,0.01,0.02,0.04,0.07,0.48,48.6666666666667,130,0.1,0.3,"Q10.2","For phytate: used average value for dark brown and pale brown (no variety names mentioned)","Dates, dried, average of multiple varieties","Nigeria",0,1,4.65646900731876,11.0251549603973,8.20813930583248,9.41002947904269,23.9129217157848,18.3729607563658,2.58862738643845,3.35548988178722,3.15987374212358,2.1479888598037,2.41621253405995,2.24880669376212,26.9995334939951,15.0550496688742,17.0629139072848,16.0589817880795,0,-10.4632402188348,0,94.0524130031209,-28.8461538461538,16.5883563708813,36.8883782512873,626.213487690907,813.264269728451,357.142857142857
"Pineapple","Fruits","Other fruits","169124",50,13.1,1.4,0.01,0.04,0.05,0.01,3,47.8,0,0.02,0.08,0.03,0.5,0.11,18,0,5.5,0.29,0.12,13,109,12,1,0,0,0,0.11,0.01,0.02,0.02,0.03,0.01,0.01,0.02,0.01,0.02,0.02,0.02,0.19,48.6666666666667,8.59,0.1,0.44,"Q10.2","","Pineapple, raw, all varieties","Nigeria",0,0,30.0701522054789,19.8925389533576,26.2690587149084,12.4964590907744,4.4740143643624,9.16600121488233,6.15049721076886,2.36370466840313,4.56730102907037,4.19434574594215,1.4383514986376,2.78323664567055,27.2913460184962,15.9920529801325,4.05960264900662,10.0258278145695,0,-9.58449467528073,0,94.5519155911432,0,21.8166468229188,43.0837403020559,536.165148105716,696.318374163267,2000
"Coconut","Fruits","Other fruits","170169",354,15.23,9,1.43,0.37,1.79,29.7,0,3.3,0,0.24,0.07,0.02,0.54,0.05,26,0,12.1,2.43,1.1,14,356,32,20,0,0,0,0.11,0.08,0.13,0.25,0.15,0.06,0.07,0.17,0.04,0.1,0.12,0.2,1.36,48.6666666666667,136,0.1,0.3,"Q10.2","","Nuts, coconut meat, raw","Nigeria",0,0,2.74670826343046,8.45836406681382,5.84967602042211,6.41022119097762,21.380697140219,15.2582521740706,1.72747135745323,2.36370466840313,2.14516782368324,4.23536474087365,5.38351498637602,4.77700696408944,28.3799959862153,14.6126389044786,20.6688741721854,17.640756538332,-100,-1.63171810583562,0,42.2297995234148,-43.0769230769231,13.82837560908,14.4941296286311,1593.74868252656,2069.80348380072,282.485875706215
"Bread (refined wheat flour)","Starchy staples","Refined grains","174924",266,49.42,2.7,0.6,1.6,2.2,0.7,0,0,0,0.22,0.53,0.24,4.78,0.09,171,0,14.6,3.61,0.74,144,126,23,490,0,0,0,0.17,0.2,0.35,0.63,0.22,0.16,0.2,0.45,0.11,0.26,0.26,0.39,3.21,11.0833333333333,93,0.1,0.35,"Q1","Used aee values for flat bread","Bread, white, commercially prepared (includes soft bread crumbs)","Nigeria",0,0,20.4037119302928,41.2850577309098,32.4469223629394,11.0472023915579,25.4795296443138,20.1767901853262,2.4962141589725,3.10754357844119,2.97348638001226,12.3060041165184,11.6215940054496,11.933803762538,11.766323031763,6.43482049494597,6.90066225165563,6.6677413733008,0,-18.8670434277742,-13.7334972675868,81.4689763519019,-26.1538461538462,26.1788129510653,36.8095915363993,627.553825941194,815.004968754798,375.93984962406
"Flat bread (refined wheat flour)","Starchy staples","Refined grains","172816",275,55.7,2.2,0.11,0.54,0.64,0.17,0,0,0,0.22,0.27,0.1,2.14,0.03,24,0,14.6,1.4,0.84,86,120,26,536,0,0,0,0.17,0.2,0.35,0.63,0.22,0.16,0.2,0.45,0.11,0.26,0.26,0.39,3.21,11.0833333333333,75.04,0.1,0.35,"Q1","Used vit D and E, choline, DHA, EPA, DPA, and ALA values for bread ","Bread, pita, white, unenriched","Nigeria",0,0,7.25778943189886,16.644964947662,12.5394272728037,6.65279279403885,16.3052121816048,12.5371698744708,2.4472471501334,3.10754357844119,2.94667111326704,11.9185147644797,11.6215940054496,11.739993074704,11.6604974022485,5.28344370860927,5.80794701986755,5.54569536423841,0,-26.1449501214924,-15.7912303602866,76.1623477512035,-27.8846153846154,10.8563980299548,25.4200530536416,908.731384283666,1180.17062893983,363.636363636364
"Refined wheat pasta","Starchy staples","Refined grains","168928",158,30.86,1.8,0.13,0.33,0.46,0.18,0,0,0,0.06,0.02,0.02,0.4,0.05,7,0,6.4,0.5,0.51,7,44,18,1,0,0,0,0.02,0.13,0.23,0.44,0.13,0.07,0.11,0.3,0.08,0.11,0.21,0.26,2.07,11.0833333333333,164.74,0.1,0.26,"Q1","Used phytate value for cooked wheat-based noodles, as value for cooked pasta was unavailable","Pasta (refined), cooked, unenriched, without added salt","Nigeria",0,0,2.64740534821488,3.61069708818186,3.24337371151827,3.81860466031336,5.89147218273543,5.0781694546611,1.29634621465874,1.24794630334602,1.29806495033594,13.3200968119572,7.77758855585831,10.5183652878886,10.9934571527297,7.09984072428535,4.93377483443709,6.01680777936122,0,-17.6642482112201,0,89.9591664939909,-5.38461538461539,1.08695522258356,27.4371097020361,841.925416010046,1093.40963118188,632.911392405063
"White rice (medium-grain)","Starchy staples","Refined grains","168930",130,28.59,0.4,0.07,0.06,0.12,0.06,0,0,0,0.04,0.02,0.02,0.4,0.05,2,0,2.1,0.2,0.42,3,29,13,0,0,0,0,0.1,0.06,0.1,0.2,0.09,0.06,0.05,0.13,0.03,0.08,0.09,0.15,1.01,35.8333333333333,45.7,0.1,0.44,"Q1","Used fibre, vit E, choline, DHA, EPA, and DPA values for long-grain white rice","Rice, white, medium-grain, cooked, unenriched","Nigeria",0,0,2.52415363660968,2.82870608401474,2.76644819329952,3.70632315883483,3.51095990282268,3.67464811337687,2.80087315061848,2.23973151673011,2.66509303211947,8.08867718573777,4.2033378746594,6.11403001998741,22.1027143471027,2.6474783494651,1.87417218543046,2.26082526744778,0,-74.0351866471185,0,57.916409811438,0,3.78258820621811,17.6822274618681,1306.39649613236,1696.61882614593,769.230769230769
"White rice (long-grain)","Starchy staples","Refined grains","169757",130,28.17,0.4,0.09,0.08,0.16,0.08,0,0,0,0.04,0.02,0.01,0.4,0.09,3,0,2.1,0.2,0.49,10,35,12,1,0,0,0,0.1,0.06,0.12,0.22,0.1,0.06,0.06,0.14,0.03,0.09,0.1,0.16,1.14,35.8333333333333,45.7,0.1,0.44,"Q1","Used phytate value for medium-grain cooked white rice as a proxy","Rice, white, long-grain, regular, unenriched, cooked without salt","Nigeria",0,0,3.09508570240966,3.43232918180716,3.38526049668811,4.40146519795804,4.0829713750227,4.38809541459438,2.80087315061848,2.23973151673011,2.66509303211947,9.06980719963977,4.641689373297,6.82401259593567,22.4903831278278,2.6474783494651,1.87417218543046,2.26082526744778,0,-72.9457539190256,0,58.5356726585164,0,4.64471090308665,18.4284302698305,1253.49797360752,1627.91944624353,769.230769230769
"White rice (short-grain)","Starchy staples","Refined grains","168932",130,28.73,0.4,0.06,0.05,0.11,0.05,0,0,0,0.04,0.02,0.02,0.4,0.06,2,0,2.1,0.2,0.4,1,26,8,0,0,0,0,0.1,0.06,0.1,0.2,0.09,0.06,0.05,0.13,0.03,0.08,0.08,0.14,1,35.8333333333333,45.7,0.1,0.44,"Q1","Used phytate value for medium-grain cooked white rice as a proxy; used fibre, vit A, vit E, choline, DHA, EPA, and DPA values for long-grain white rice","Rice, white, short-grain, cooked, unenriched","Nigeria",0,0,2.68874666458805,3.00272355364859,2.94484453301515,2.81185544212082,2.60114997943705,2.65878302562443,2.80087315061848,2.23973151673011,2.66509303211947,8.01320564620685,4.16961852861035,6.0594159756837,22.0728936716624,2.6474783494651,1.87417218543046,2.26082526744778,0,-74.3983308898162,0,57.7099888624119,0,3.30846089886995,17.324660206782,1333.35948435844,1731.635693972,769.230769230769
"Sorghum","Starchy staples","Whole grains","01_042 (from WA FCT)",144,25.5,4.9,0.48,0.36,0.84,0.2,0,0,0,0.29,0.07,0.05,1.9,0.05,19,0,20.8,2.8,0.75,11,102,81,3,0,0,0,0.01,0.08,0.13,0.34,0.12,0.06,0.05,0.16,0.03,0.12,0.12,0.18,1.4,11.0833333333333,272,0.1,0.26,"Q2","","Sorghum, whole grains, boiled (without salt), drained","Nigeria",0,0,9.05317875815831,10.7867708646214,10.398945797185,19.2500290770578,23.6165574654593,23.7463277728869,1.1625788260975,1.12397315167301,1.15692132116004,10.0048157171618,5.51839237057221,7.73017699243389,9.47103449962861,19.2195088300221,11.7086092715232,15.4640590507726,0,-5.27546532315418,0,97.0012837034938,-2.69230769230769,14.910266731248,39.6841332472009,582.096624263032,755.969641900042,694.444444444444
"Corn flakes","Starchy staples","Whole grains","01_182 (from WA FCT)",383,80.6,4.6,0.72,1.4,2.12,0.37,0,0,0,0.1,0.05,0.02,2,0.03,6,0,20.8,1,0.7,3,140,34,270,0,0,0,0.04,0.08,0.13,0.34,0.12,0.06,0.05,0.16,0.03,0.12,0.12,0.18,1.4,23,46.2,0.1,0.44,"Q2","","Cornflakes (breakfast cereal), unfortified","Nigeria",0,0,2.40668619998357,8.09762405303662,5.48048076371904,3.1011382208571,11.679517201671,7.93306475409738,1.24450497084115,1.49589260669205,1.40545581626818,4.05242772304353,5.51839237057221,4.75296895994136,14.3522092586336,7.43075752597998,11.0529801324503,9.24186882921515,0,-18.055712191271,0,89.7366478450062,-48.6538461538462,4.99421761121731,24.8015152752192,931.394704866306,1209.60351281338,261.096605744125
"Bread (whole-wheat)","Starchy staples","Whole grains","172688",252,42.71,6,0.62,1.59,2.21,0.72,0,0,0,2.66,0.39,0.17,4.44,0.22,42,0,27.2,2.47,1.77,161,254,75,455,0,0,0,0.14,0.08,0.13,0.34,0.12,0.06,0.05,0.16,0.03,0.12,0.12,0.18,1.4,35.8333333333333,176,0.1,0.26,"Q2","","Bread, whole-wheat, commercially prepared","Nigeria",0,0,17.2605559829464,35.7474962399387,27.8735017867263,16.1898416643404,35.7043680704559,28.8291637082224,2.30063060878001,2.73562412342216,2.66271092477738,5.9167739925701,5.51839237057221,5.68545970054273,21.8687039096323,13.7483443708609,14.112582781457,13.9304635761589,-1.17484132693322,-7.26160670651479,-6.2631534006158,91.6443514131342,-23.4615384615385,31.5958185188037,45.1605858567151,511.507978955175,664.296076565162,396.825396825397
"Agidi","Starchy staples","Whole grains","01_02_02 (from NG FCT)",93.34,19.75,1.3,0.37,0.6,0.98,0.2,0.87,2,0,0.04,0.02,0.05,0.3,0.02,1.1,0,29.1,0.1,1.61,4.33,40,8.26,3,0,0,0,0.04,0.09,0.13,0.36,0.14,0.07,0.03,0.16,0.02,0.13,0.13,0.19,1.45,23,380,0.1,0.26,"Q2","Used phytate value for yellow fermented maize paste as a proxy; used sat and unsat fat, vit D and B12, choline, sodium, DHA, EPA, DPA, and eaa from sweet white maize; used ALA from fresh maize","Maize, white, fermented gruel, cooked, moulded","Nigeria",0,0,6.60409811105758,5.10935008865212,6.1175129450063,8.81957619364285,6.92907138199174,8.47807479673408,2.00327195020528,1.49589260669205,1.82097106687235,15.707518590028,5.68698910081744,10.6668270153871,17.5813281404223,8.45724879632533,3.84105960264901,6.14915419948717,-0.435400410029303,-15.638799004086,0,90.8629929714754,0,6.73977071434841,31.9508749637259,722.984895600687,938.941422858035,1071.35204628241
"Yellow sweet corn","Starchy staples","Whole grains","169999",96,20.98,2.4,0.37,0.6,0.98,0.2,13,5.5,0,0.09,0.09,0.06,1.68,0.14,23,0,29.1,0.45,0.62,3,218,26,1,0,0,0,0.04,0.09,0.13,0.36,0.14,0.07,0.03,0.16,0.02,0.13,0.13,0.19,1.45,23,196,0.1,0.26,"Q2","Used phytate value for boiled corn (differentiation between yellow and white was not available); used ALA from fresh maize","Corn, sweet, yellow, cooked, boiled, drained, without salt","Nigeria",0,0,19.3978753507288,15.2455351279578,18.1981228765729,12.3104031366817,9.91958798463359,12.1272751655992,1.97547295658501,1.49589260669205,1.80574780846125,15.2852029447593,5.68698910081744,10.4555972480091,17.4659912446359,14.385761589404,6.24503311258278,10.3153973509934,-0.435400410029303,-8.94590428931243,0,94.6674142353027,0,15.4285276591936,39.0121402807762,592.123370667332,768.991390477055,1041.66666666667
"White sweet corn","Starchy staples","Whole grains","168539",97,21.71,2.7,0.37,0.6,0.98,0.2,0,6.2,0,0.09,0.09,0.05,1.67,0.13,20,0,29.1,0.55,0.54,2,252,31,3,0,0,0,0.04,0.09,0.13,0.36,0.14,0.07,0.03,0.16,0.02,0.13,0.13,0.19,1.45,23,196,0.1,0.26,"Q2","Used phytate value for boiled corn (differentiation between yellow and white was not available); used ALA from fresh maize","Corn, sweet, white, cooked, boiled, drained, without salt","Nigeria",0,0,17.9650879631463,14.274742748396,16.9318011420231,13.7091467096489,11.1526227904669,13.6090492087434,1.96541653435218,1.49589260669205,1.80024072009564,15.1324281895877,5.68698910081744,10.3791838440595,17.4242675571206,15.9037345531508,6.90066225165563,11.4021984024032,-0.435400410029303,-8.21865510486239,0,95.0808022205217,0,15.5339701967427,39.3601478466492,586.888039394561,762.192258953975,1030.92783505155
"Fresh maize","Starchy staples","Whole grains","04_108 (from WA FCT)",189,24.8,16.8,0.84,1.43,2.27,0.59,5,3,0,0.1,0.08,0.06,1.7,0.05,57,0,29.1,1.6,0.61,26,208,40,2,0,0,0,0.04,0.09,0.13,0.36,0.14,0.07,0.03,0.16,0.02,0.13,0.13,0.19,1.45,23,196,0.1,0.26,"Q2","Used phytate value for boiled corn; used choline, DHA, EPA, DPA, and eaa values for sweet maize","Maize, seeds, fresh, boiled (without salt), drained","Nigeria",0,0,9.85891883907467,15.4169619754524,13.2628564980998,9.67805462998439,16.3777335984325,14.2813193257397,1.49547832715429,1.49589260669205,1.54289360663014,7.99323963045793,5.68698910081744,6.80837334838577,15.4745130167235,48.5938189845475,37.7152317880795,43.1545253863135,-0.774592788271637,-1.40757329208891,0,98.7595981423402,-11.3461538461538,13.2122705904373,41.8068399058722,552.541164364719,717.585927746388,529.100529100529
"Millet","Starchy staples","Whole grains","168871",119,23.67,1.3,0.18,0.51,0.69,0.17,0,0,0,0.02,0.11,0.08,1.33,0.11,19,0,11.2,0.63,0.91,3,62,44,2,0,0,0,0.05,0.08,0.15,0.45,0.07,0.07,0.07,0.19,0.04,0.11,0.11,0.18,1.5,23,200,0.1,0.26,"Q2","","Millet, cooked","Nigeria",0,0,11.2937526291862,11.0709205860968,11.7290919411244,11.0907186195395,11.3344094917299,12.2371434314457,1.98367020832102,1.61986575836506,1.87812683889952,12.8332367422994,5.85558583106267,9.31352352221312,16.8423895623185,6.84924035839501,3.84105960264901,5.34514998052201,0,-18.7674263257888,0,89.3320903997577,0,11.713880195539,34.2223222968446,674.998026131322,876.620813157561,840.336134453781
"Oats","Starchy staples","Whole grains","173905",71,12,1.7,0.44,0.56,0.99,0.31,0,0,0,0.08,0.08,0.02,0.23,0.01,6,0,7.4,0.9,1,9,70,27,4,0,0,0,0.02,0.05,0.12,0.22,0.14,0.05,0.1,0.14,0.04,0.1,0.1,0.16,1.2,47.75,809.9,0.1,0.26,"Q2","","Cereals, oats, regular and quick, unenriched, cooked with water (includes boiling and microwaving), without salt","Nigeria",0,0,7.01940605908329,4.11033529039688,5.80998802690073,18.3073906299214,10.5931405168712,15.8829991061583,1.65947467487437,1.24794630334602,1.4969210118826,17.0485308013173,4.84400544959128,10.9159261384442,31.2314804181954,13.8201660292883,4.71523178807947,9.26769890868389,-1.09792319596392,-7.19986201314855,0,95.2833158390289,0,14.9543203479529,39.0504517162518,591.542453025873,768.236951981653,1408.45070422535
"Wheat","Starchy staples","Whole grains","01_141 (from WA FCT)",185,33.2,6.9,0.18,0.55,0.73,0.18,0,0,0,0.42,0.15,0.04,3.6,0.14,16,0,20.8,3.2,1.07,22,160,38,2,0,0,0,0.04,0.08,0.13,0.34,0.12,0.06,0.05,0.16,0.03,0.12,0.12,0.18,1.4,35.8333333333333,448.8,0.1,0.26,"Q2","","Wheat, whole grains, boiled (without salt), drained","Nigeria",0,0,11.4032693476242,17.4128359473638,15.1280174825923,13.3433525235697,21.604992295595,19.2881085141845,1.50619137206574,1.49589260669205,1.54876027408164,7.89081936588643,5.51839237057221,6.67281868113161,22.4078273545021,20.9701091820297,16.0794701986755,18.5247896903526,0,-4.86823803616405,0,97.2327626398674,-10.5769230769231,19.2243959678595,41.9851834652331,550.194094522144,714.537785093693,540.54054054054
"Fufu","Starchy staples","White roots, tubers, and plantains","02_03_03 (from NG FCT)",143,34.74,0.36,1.02,0.86,1.88,0.8,13,4.81,0,0.56,0.04,0.02,0.85,0.1,5.05,0.6,24.9,0.83,0.34,14.97,0.57,18.67,3.54,0,0,0,0.04,0.03,0.05,0.08,0.07,0.02,0.02,0.07,0.02,0.04,0.06,0.08,0.56,1,48,0.1,0.44,"Q3","Used sat and unsat fat, vit A, D, E, B6, niacin, choline, efa and eaa values from cassava","Cassava, white, Fermented,sieved,cooked","Nigeria",0,0,14.474048313687,17.0157896573758,16.5366687977563,5.26269610331693,6.09934707650389,6.00827848576139,1.65486296386127,1.49589260669205,1.63017566958872,4.30823916014336,2.68596730245232,3.46422319832724,1.63595398721161,2.34793683138054,1.78675496688742,2.06734589913398,-1.78080424149931,-100,0,42.1450549564028,-2.5,6.06462741358816,12.4392268082338,1857.02860443943,2411.72546031095,699.300699300699
"Cassava","Starchy staples","White roots, tubers, and plantains","2345064",191,39.62,1.9,1.02,0.86,1.88,0.8,13,18.2,0,0.56,0.08,0.05,0.85,0.1,24,0,24.9,0.28,0.36,17,282,22,145,0,0,0,0.04,0.03,0.05,0.08,0.07,0.02,0.02,0.07,0.02,0.04,0.06,0.08,0.56,1,60,0.1,0.35,"Q3","","Cassava, cooked","Nigeria",0,0,10.6272758913419,16.7743429556292,14.3827978078244,5.65820689666707,9.75152573327182,8.28725501745069,1.49029007241969,1.49589260669205,1.54005241951357,3.34266325219895,2.68596730245232,2.98127075101467,1.37224950665056,6.32627162719739,5.1523178807947,5.73929475399605,-1.78080424149931,-21.5116962361921,0,86.7599166158352,-11.7307692307692,6.03614554910881,28.2168223397306,818.660574953336,1063.19555188745,523.560209424084
"White gari","Starchy staples","White roots, tubers, and plantains","02_03_02 (from NG FCT)",363,86.89,1.4,1.02,0.86,1.88,0.8,13,4.81,0,0.56,0.08,0.03,0.85,0.1,24,0,24.9,2.17,2.5,56.05,234.5,42.9,206.4,0,0,0,0.04,0.03,0.05,0.08,0.07,0.02,0.02,0.07,0.02,0.04,0.06,0.08,0.56,1,48,0.1,0.44,"Q3","For phytate: used value for fufu as value for gari was not available; Used sat and unsat fat, vit A, D, E, B12 and B6, niacin, folate, choline, efa and eaa values from cassava; used vit C value from fufu","Cassava, white, grated, fermented, dewatered, Fried","Nigeria",0,0,4.09805887783067,12.6645490314796,8.77765377697753,9.9883360121429,27.0909932138246,20.4879197922849,1.25797631909686,1.49589260669205,1.41283298317012,1.97964069527742,2.68596730245232,2.29952727109617,1,3.06502107164359,4.05960264900662,3.56231186032511,0,-64.2710531827482,0,63.4666057367829,-44.8076923076923,9.55749959831807,17.3334075254652,1332.68660337345,1730.76182256292,275.482093663912
"Taro","Starchy staples","White roots, tubers, and plantains","168486",142,34.6,5.1,0.01,0.05,0.06,0.02,4,5,0,2.93,0.11,0.03,0.51,0.33,19,0,21.3,0.72,0.27,18,484,30,15,0,0,0,0.04,0.01,0.02,0.04,0.02,0.01,0.01,0.03,0.01,0.02,0.02,0.03,0.22,49.5833333333333,18,0.1,0.44,"Q3","","Taro, cooked, without salt","Nigeria",0,0,17.4147356563266,20.2923912783387,19.8122364540528,13.0355551870081,15.3243094642491,15.5785868556681,1.65947467487437,1.49589260669205,1.63270113038161,1.98611227803315,1.53950953678474,1.72933997415764,27.2164148998183,20.2302490439325,12.1456953642384,16.1879722040854,0,-6.91504299926805,0,96.0693036798225,-2.30769230769231,21.3031236017164,43.6074806623822,529.72562617971,687.955358674948,704.225352112676
"Yellow plantain","Starchy staples","White roots, tubers, and plantains","N/A",139,36.63,1.95,0,0,0,0,50.5,17.4,0,0,0.08,0.1,0.68,0.23,37.5,0,13.1,0.42,0.2,3,482,38.5,3,0,0,0,0,0.13,0.04,0.08,0.07,0.01,0.02,0.05,0.02,0.03,0.05,0.04,0.56,49.5833333333333,20.29,0.1,0.44,"Q3","","Yellow plantain, average of raw and cooked (baked)","Nigeria",0,0,17.6941757725123,20.1781648312052,19.8992789823789,12.4838868103983,14.506530789549,14.8075450725008,1,1,1,4.41880570595714,2.68596730245232,3.51952530710224,28.193902219655,8.5114345609605,5.26158940397351,6.886511982467,0,-19.3660157368289,0,88.9918360881762,-1.73076923076923,21.1332237012998,39.7886933354194,580.566941599881,753.983041038806,719.424460431655
"Green plantain","Starchy staples","White roots, tubers, and plantains","N/A",215,39.16,3.05,2.18,1.39,3.57,1.88,60,6.25,0,0,0.05,0.08,0.6,0.24,37.5,0,13.1,0.49,0.19,3.5,385.5,43,2,0,0,0,0.12,0.06,0.02,0.04,0.05,0.01,0.02,0.03,0.01,0.02,0.02,0.02,0.3,49.5833333333333,17.16,0.1,0.44,"Q3","Used vit D and E, folate, and choline from yellow plantain","Green plantain, cooked, average of fried and boiled","Nigeria",0,0,9.17857831808751,16.3573776496078,13.3998766309763,7.09616328407984,13.7148667312343,11.3283554115498,2.30668005347201,2.48767782007614,2.53024359741923,1.83507031716386,1.80926430517711,1.78871660156611,27.2488360683523,8.59564146003388,7.66556291390728,8.13060218697058,-2.39490013873929,-13.1974700815512,0,91.1368776370258,-16.3461538461538,15.5395148977537,35.7130063452302,646.823170715371,840.030091838145,465.116279069767
